label	text
1	And to quote from the OP:  In other words none of this is particulary new - its just another example of a possible H&amp;N hybrid. Not beyond the pale and not impacting on TOE.
0	You want to consider a ZEF a 'person' - fine, let's apply this so-called 'logic' across the board. If a woman should for whatever reason die while giving birth, then the baby should serve a life prison sentence for murder  Have a nice day
1	Well nothing, other than the fact that I don't believe it to be true!  But I think that Gods originally came about to explain why a large yellow thing goes up and down everyday. To a caveman the most logical explanation is there is a God. Now we know better. Just because there are still things we can't explain does not mean they must be from God.  I don't see why not, it appears the most logical explanation to me.  You are right, it's not a nice thought. But then again little in life is. Why should this be any different?
0	We gotta GET them law-abiders for having the audacity to believe the Constitution's Bill of Rights! Huh Brady!
0	But if this was a republican program, you'd have no problem with it. You are a rightwing hypocrite, Archie Baby.
1	Another relevant study:   Major findings: States with higher levels of household gun ownership had higher rates of firearm homicide and overall homicide. This relationship held for both genders and all age groups, after accounting for rates of aggravated assault, robbery, unemployment, urbanization, alcohol consumption, and resource deprivation (e.g., poverty). There was no association between gun prevalence and non-firearm homicide.  Publication: Miller, Matthew; Azrael, Deborah; Hemenway, David. 'State-level Homicide Victimization Rates in the U.S. in Relation to Survey Measures of Household Firearm Ownership, 2001-2003.' Social Science and Medicine. 2007; 64:656-64.   Guns and Death - Firearms Research - Harvard Injury Control Research Center - Harvard School of Public Health
1	Won't work. "danger to the mother's life" has to cover allowing an abortion if there is a significant risk of psychological damage which might lead to suicide. Any doctor, especially in a country like yours with a runaway litigation culture, faced with "I will kill myself and the baby if you don't abort" will decide there is a significant risk (to his wallet mainly). It is for this reason that "convenience abortions" are technically illegal here in the UK, but they occur anyway.
1	No argument there. I wasn't asked if I wanted my federal tax dollars to go towards same sex benefits in violation of DOMA. :xcensored
0	Atheists tend to ignore information they don't like also.
1	But this is not the end of the story. The news about gun accidents has gotten even better! Today's Gun Accident Rates Lowest On Record
1	No, she misrepresented studies and took statistics out of context. Very right-wing. She asked how we would feel if we were killed. The fact that we have consciousness, awareness of ourselves(sentience) makes us different from the fetus during the level of development when the vast majority of abortions occur.
0	And by old fashion I assume you mean Greece a couple of thousand years ago. That's the only place and time I can think of off hand where the populace (by which I mean landed men in this case) could vote to change laws. In this country the correct procedure for a citizen to change an unjust law is via the courts, and always has been.  However, I don't think that is, in fact, what Jyoshu was refering to.
1	Except during rape.
1	Oh? What other darwinists here agree with Symbiote?http://www.nmsr.org/nylon.htmMy favorite example of a mutation producing new information involves a Japanese bacterium that suffered a frame shift mutation that just happened to allow it to metabolize nylon waste.
1	actually some did talk about the complexity of life as well as irreducible complexity even though it may not be mentioned in the title
1	You/he could just have said 'slippery slope' in the first place; that argument is an old one, which I though was dealt with a long time ago. You can't disapprove of A on the grounds that it might lead to B - firstly because you have little to no evidence that it will, secondly because A is not necessary for B to happen and thirdly because that difference between A and B is all the argument you need to prevent B but be in favour of A. You can approve of punishing criminals but be against the death sentance.
1	Natural Selection (plus genetic variation).
1	Last I checked, drug prohibition began much earlier than the 1980s. The '80s fall in violent crime is more likely a result of the legalization of abortion than it is a result of the  success of the war on drugs. 
1	Actually, not at all true. The organisms of the Cambrian look little like modern animals. It is only the major phyla that are recognized by the derived characteristics. For example, the cordates first arise in the early Cambrian, along with primitive inverebrates. You can safely say that no animal living today looks much like any living then. For example, there were no amphibians, no reptiles, no insects, no birds, and of course, no mammals.Your shotgun approach isn't actually worth answering in any detail. It isn't even your work.
1	Among other things, the newborn must obtain its own oxygen and its own nourishment. It must also transition from an aquatic environment to an aerobic one.  Those are significant enough changes in and of themselves as to be transforming.  Be that as it may, the central question still remains.  Who is better able to determine the future of a particular woman's pregnancy, the nanny state or the woman herself?  All other issues are subordinated to that one.
0	Well, I'm not sure if he consumed alcohol or not, but his doctor gave him daily  vitamin  shots that contained vitamins as well as amphetamines and maybe other drugs that doctors at the time thought were mentally beneficial.  And I've never heard of him being a vegetarian.  I saw some show that talked about his voracious apetite, but I don't think they mentioned his being a veggie.  I don't see how being a tetotaller and a vegetarian are good characteristics.
0	Yes, Creationist doublespeak at its "best".  Once again creeping Creationism seeks to undermine science in little steps. If this latest inroad is not stopped more will follow, rest assured.
1	Again, how so? If you can grip a tree with a birds foot and climb it while your preadator can't would be a great advantage. Likewise, a predator who can climb trees and get at the food sources up there would have a advantage over your competition.Ostriches and other flightless birds seem to get along just fine with their feet. Why would you say they were suffering from a detriment?
1	And how often has this actually occurred? Maybe there are examples of this actually taking place to warrant it being a problem that needs addressing? Or is this just your own personal belief?
1	And the good news is that this good trend has continued. According to the latest FBI UCR.   Crime in the United States -- by Volume and Rate per 100,000 Inhabitants, 1989&#8211;2008
1	Look again, Smith. All those killed in these places, died in a location where they were told they couldn't have a gun with them. More guns weren't a part of the equation, less guns were. There were no guns in these locations except for those illegally brought in by the killers, and those of the police who arrived after it was already too late.Fewer guns aren't the answer, anybody with a dab of common sense would realize that because it's impossible to disarm the bad guys.
1	While it may be true that an ovum is formed during the mother's fetal stage, an ovum is not a unique human entity in and of itself. It does not become a unique human entity until it is fertilized at conception. (Do you like semantics games?) ;)
1	None of these alternate views go outside the framework of evolution. They all use poor wording, though, and try to lead one to some conclusion about "information" or something.
1	Actually, there's a birth every 8 seconds, and a death every 11 seconds, which means the population of the earth grows less than 1% each year...so, even with those aborted babies, the world would NOT be overpopulated.
0	No.   WND is a menace.
1	I didn't know this had already been posted. Like I said I don't really follow the gun thread that often.
0	Here is the link to all of your posts on this thread.4Forums.com Political Debates and Polls - Search Results Go on and show everyone here which of us is posting irrational drivel. Show me your simple observations of wisdom which I can't comprehend. You can't because there are no quotes or simple observations, nor is there any wisdom since you've never had an original thought to your credit and wouldn't know what to do with one if you did.So go on with your irrational tirade if you like, but stop lying about contributing some actual on topic content to this debate when you have contributed nothing substantial or real at all. Got it?!?! emoticonXDonno
0	Butwhat of the fetus/babies that were wanted by daddy but not by mummy what does termination stop then?
0	Once again noting how you think that you should be the one to define what evolutionary biologists mean by the words they use. You want to lump all of science that you find in disagreement with you religion under one term, without making an honest effort to understand any of it.
0	I think you are right.  One of my favorite Sidney Harris cartoons was two scientists coming out of a conference presentation, and one, absolutely thrilled, says to the other, "What a wonderful talk - everything we know is wrong!"
1	And of course, the theory of gravity isn't "physically" proven either. Neither is the heliocentric theory or atomic theory or the germ theory of disease. However, evolution has been observed to occur and the current theories are the best explanations that we have for the observations. As far as your mangling of the "Out of Africa" theory, it would be nice if you actually learned what you are talking about before you babble such nonsense.
1	Well, it wasn't just a footnote that Lott supposedly lost. It was all his raw data to support his claim that 98% of defensive gun uses don't involve the firing of the weapon. And Lott did lie because changed his story about who conducted the story. "When Lott cited the statistic peripherally on page three of his book, he attributed it to 'national surveys.' In the second edition, he changed the citation to 'a national survey that I conducted.' He has also incorrectly attributed the figure to newspaper polls and Florida State University criminologist Gary Kleck."http://www.townhall.com/columnists/m...20030205.shtmlSo was it a newspaper poll? Did Kleck conduct it? Now Lott claims he did it. If true, he must have been lying when he said that others conducted the study. "He has forgotten the names of the students who allegedly helped with the survey and who supposedly dialed thousands of survey respondents long-distance from their own dorm rooms using survey software Lott can't identify or produce."Interesting how he can't remember anyone who helped him."Lott now admits he used a fake persona, 'Mary Rosh,' to post voluminous defenses of his work over the Internet. 'Rosh' gushed that Lott was 'the best professor that I ever had.' She/he also penned an effusive review of 'More Guns, Less Crime' on Amazon.com: "It was very interesting reading and Lott writes very well." (Lott claims that one of his sons posted the review in 'Rosh's' name.) Just last week, 'Rosh' complained on a blog comment board: "Critics such as Lambert and Lindgren ought to slink away and hide." "By itself, there is nothing wrong with using a pseudonym. But Lott's invention of Mary Rosh to praise his own research and blast other scholars is beyond creepy. And it shows his extensive willingness to deceive to protect and promote his work."http://www.townhall.com/columnists/m...20030205.shtml
1	Did these reputable creationists realize that we can measure continental drift?
1	This focus on consciousness as constituting personhood is completely unsatisfactory for a number of reasons. First, a single human varies in consciousness. I have become much more aware of my world as I have aged. Would it be less moral to have killed me as an infant or a child than now at age 39? Or should you wait until I'm a senile 80 year old to minimize the immorality of killing me? Should you wait until I am daydreaming or asleep since I am less a person at those moments?  Second, humans vary from person to person, and even person to animal. Is it moral to kill a person in a coma, a little immoral to kill a retarded person, and the gravest evil to kill a genius? A mature sheepherding dog is more conscious than an infant--does that mean it's more immoral to kill the dog?  Third, consciousness is just subjective experience of all those neurons firing away in the brain, like a lightning show. It is the epiphenomenon of a BIOLOGICAL reality. Twenty-first century people are still like primitives in that they all-too-often think that humans are like disembodied spirits. The truth is that humans are living BODIES. The Left and the Right join hands in superstition on this one. The biology can exist without consciousness; consciousness CANNOT exist without the biology. Therefore, biology has the stronger claim.
1	His point was criticism of people managing the numbers of their population with abortion. It also addresses the intentional overpopulation for the purpose of overwhelming declining populations.
0	Maybe what they're saying is "Grow some balls and practice civil disobedience by violating anti-Constitutional Laws that threaten your safety.
0	Being in the minority or in the majority is irrelevant. Belief has no bearing on reality.
0	O they don't make space anymore. They'll just put him in a cell with pot growers and crack addicts. He'll be lucky if he gets a spot on the floor to sleep on.
0	And you condemn people for dancing in the blood of the victims? That's what you seem to be doing since enough information is not provided to draw any conclusions about the relationship between guns and crime. Weren't these police officers armed? So India should have no gun control laws to disarm dangerous communist rebels? That's you're solution?
1	I'll trust anybody that's not government funded, with a gun. Hell I'd even trust drug dealers sooner than I'd trust the government in terms of being armed. Governments all around the world have killed millions of their own people in genocides after disarming them, proving that government should never be armed.
1	Yes.  (and this is to add stuff to make the post stick....)
0	Ah, but the issue in this thread is what the fetus really means to anti-choicers/anti-lifers.
1	Bellesiles claimed his data was destroyed in a flood. Lott claimed his data was destroyed in a computer crash. Some people have been calling John Lott "the Bellesiles of the Right." Read this article "The Bellesiles of the Right? Another firearms scholar whose dog ate his data."http://slate.msn.com/id/2078084/John Lott has already admitted to inventing a fan (Mary Rosh) to praise himself. That's intentionally trying to deceive people. http://www.washingtonpost.com/ac2/wp...&notFound=true
1	And you have just described "creation science." No application of the scientific method. No testing. The conclusions are known before the judicious quoting of scientific authority has even begun. I notice that you use one of those quotes of a scientific authority below. You show that you are what you decry.
1	And depending on what human is "finding the answers" it can unfortunately cheapen and deny many central Biblical teachings.
0	You should have said that. I might have agreed with you.
1	Yup! That's the white morph. Doesn't help your case any.
1	**  Wrong. As always.   The noun atheism has 2 meanings:  Meaning #1: the doctrine or belief that there is no God  Synonym: godlessness  Antonym: theism (meaning #1) [bold added]  Meaning #2: a lack of belief in the existence of God or gods  --------------------------------------------------------------------------------  **  A  doctrine  is--   A principle or body of principles presented for acceptance or belief, as by a religious, political, scientific, or philosophic group; dogma.   answers.com  Thus atheism is a dogmatic statement of belief, just like any other religion. Most people, BTW, know that by affixing the prefix 'a' to a word, you intend that word's contrary. As in, 'historical'/'ahistorical', 'typical'/'atypical', and 'theist/'atheist'.
1	And I'm going to correct you again. The theory of evolution is by no means an extreme view. It is the prevailing view. More than 99% of biologists accept the theory of evolution as the best explanation for the observations.
0	Because evolution is how God created. Sorry, but we can't lie to our kids. We can't tell them creationism is true when God tells us it is false.
0	Well, I'm not sure if he consumed alcohol or not, but his doctor gave him daily  vitamin  shots that contained vitamins as well as amphetamines and maybe other drugs that doctors at the time thought were mentally beneficial.  And I've never heard of him being a vegetarian.  I saw some show that talked about his voracious apetite, but I don't think they mentioned his being a veggie.  I don't see how being a tetotaller and a vegetarian are good characteristics.
0	Well, if they were armed, one of the pirates could possibly be injured. I dunno. I wonder if Mr. and Mrs. Chandler have ever heard of Munir Hussain? I hope they are following the advice the British government has given Myleene Klass."Don't defend yourselves! You might injure an attacker!"
1	Gun registration part of the plan all along
1	One point I would like to make is that rockets are not legal to own, unless they are demil-ed, and the same goes for tanks and aircraft. They are called Destructive Devices under the NFA, and are regulated heavily.
0	Chloe, the point of this thread is to help you understand what the argument is, not to give analogies to abortion.
0	It doesn't make sense because no one makes that claim. There are some random events that take place that may have an effect on evolution. That does not mean that evolution is random.
0	If I'm so pathetic why don't you start debating my on my OP here. by the way, I could care less what evolutionists think of my posting habits. Come to think of it I may go find another board to post on.
0	Why on earth would a woman come out now, admit to an abortion she had 30 years ago, when it was illegal, and become the focus of unscrupulous media attention for the next year? Attention that would be very damaging to someone that she cares about?  Why on earth would any woman do that?  When did official medical records become non trustworthy? The conspiracy theories and blinders that both sides are wearing are astounding.  Waxy  P.S. I think the whole thing is repugnant, and any real politicizing of it by the Democrats would be disgusting IMHO. However, Bush did open the door with his strong anti-abortion stance, and sometimes, when you make your bed....
0	But was this recent version of Chritianity exported form America? I know these sorts make us laughingstocks to many in other countries, especially the televangelists.
1	actually they probably drifted much faster than that.....probably upon a pole reversal.
1	Power out. That was a link to the American Museum of Natural History in New York. Go back and look later if you want.
1	Not at all. The issue is receiving the marriage benefits. If gays were given all of the benefits of marriage for just living together, we wouldn't have a fight at all as you would have gotten what you want. It isn't the marriage that is important to you but the benefits. And the debate in Italy of singles who live together seeking marriage benefits also is a good example of the can of worms that will be opened if society concedes to the gay crusaders the undue rights they are demanding.Why is it absolutely impossible for you to reply to an issue without first redefining it to fit your warped World view? Have you no objectivity within you at all?
1	And what mechanisms are you specifically saying are futile?
0	Then what's your justification for wanting to make it harder for good people to have access to firearms? Do you fear something in particular? Or do you just not like how some people choose to exercise their rights and want them curtailed in a way that makes you feel better?
0	Well stated. Whatever the reason, the new culture of ridicule IS there. When you see the in person comments of Dawkins, Provine, Myers, you'll know where posters here get it from.  I hope you'll watch the movie, and post up what you think.
1	But there is no evidence that it did not come about by natural processes. And, there is, in fact, evidence of natural processes that may have resulted in life. Just because you don't understand it doesn't make it so.
0	Now this is a totally inaccurate generalization.  I don't think you actually realize the sheer numbers of people who smoke pot in this country, and I'm talking on a regular basis.  I am certainly one of them. I have friends that do it and friends that don't.  We all lead your typical normal life.
1	Since we already had one example of a Creationist lowlife tactic in the George Gaylord Simpson quote, I decided to skim the site and see if I could find another. I did.  Gee, gives the impression that Dr. David M. Raup, Curator of Geology, Museum of Natural History, Chicago, puts little stock in the fossil record and rejects evolution, helping support the preceding assertion that surely one?s belief in evolution based on paleontology can scarcely be considered scientific.  But that?s not at all what Dr. Raup was stating. While Googling for a fuller quote, I ran across a page that showed how this ? and many other ? statements by Dr. Raup were distorted by Creationists.  To start with, here is a fuller quote:  The page linked to just above explains how a letter was sent to Dr. Raup asking for his statements about how he had been quoted by a Creationist journal (one of the quotes being the one being addressed here). Of course Dr. Raup?s reply shows that he does not reject the fossil record, nor evolution, nor the fact that the fossil record documents evolution.  The page also lists numerous other Creationist distortions of Dr. Raup's statements.
1	The hypothesis of a mitochondria Eve is about 17 years old and has been shown to be wrong. In addition your statement that one person can have all the DNA necessary for all the variation in human populations makes clear you did not understand the concept behind mitochondria Eve to begin with.
0	Actually he is, and he's posted on this thread.  It is a pity that you're unwilling to debate, but endeavour a smear campaign as you did on the Science and Math posts. I would advise you read the above quote before talking again :)
1	So we can't base our definition of  kind  on mere appearances?  I mean if we are going to put things into categories and call the category  kind , we should do this by common appearances. A penguin is in the same kind as a hummingbird, but is a lobster in the same kind as an oyster? Obviously a lobster and a shrimp would be in the same kind, but could a dolphin and a manatee be in the same kind? Did they evolve from a common ancestor kind?  And since apes look and act so much like humans, didn't they just evolve from humans? By all appearances, they we must all be in the same kind.
1	You see the physical manifestations but there's nothing that can be shown that God still cannot cause an earthquake or flood when he wants to. For instance, is he the one who can tweak a continental plate when he wants to, or cause flood-related weather patterns?  See above. Nothing has been demonstrated that convinces me that God has been ruled out of all these issues. He probably isn't active in all situations, but there's nothing that says he (or even Satan) are totally inconsequential either.
0	Just claim hyperevolution so that the millions of species today (about 5 million named - estimates as high as 30 million) can evolve from the few "kinds" that were able to be on the ark, around 16,000 by most creationist claims.
1	Actually it is more than that. Yes conservatives will be back in power, but I have never seen so much discontent in America period.  I don't know where we got off track but I think it is this. We are Americans, not Democrat or Republican. Our allegiance belongs to the Republic, not to any political group. While we fight and try to score some kind of political points with each and every event, America is burning. Sooner or later, while we bicker endlessly, the American People are going to be fed up with both parties, and move into something yet not discovered.  Heck, the way China is rising in material wealth, and while we mortgage our Children's futures so that we do not have to feel the pain, maybe we will be just presiding over the destruction of the greatest society even known to man.  All of this is possible unless we find the courage to work together for the good of all America, instead of just trying to play got ya with the other party.  It is what I said a few days ago. United we Stand and Divided We Fall!  However, I doubt the Chinese will be anywhere as benevolent as We the People were. But it seems clear that change is coming, but I sincerely doubt that is has very little to do with the kind of change Obama Envisioned!  So belly up to the bar and Get Some discontent Boys! After all we all have earned it!  We reap what we sow!
1	Aside from this being completly wrong, it is quite compelling. You make a good point in regard to an organism's form only making sense in relation to its environment. Of course, this is a cornerstone of evolutionary theory. Organisms that are more successful in a certain environment will reproduce and be the ones present in said environment. It actually is possible to look at genes without the context of the orginal creature. This is why we can move genes from one organism and place them in another. Given a complete understanding of molecular biology, we could contruct any form of organism we desired from scratch.
1	The problem with happenstance origins is that there is no evidence, and it's simply not possible to falsify it. If we were able to prove so many scientific proceedures (from abiogenesis to radiometric dating - all based on the presupposition that there is no God) were indisputably true, then ID would be falsified. There is not enough supporting evidence for happenstance origins. Yet so much of happenstance origins is considered science, so all too often, there is no line between religion and science. 
1	 Hanoi  Jane is a disgrace to all Americans.........She should have been tried for treason in 1971......No true Vietnam Vet will ever accept her apology......  I don't condone that vet spitting on her but I don't blame him........  As far as the abortion issue goes there is no God that supports the murder of the innocent unborn in the womb........
0	No, actually it doesn't at all. If that is so, then Popi the sailor man is also the Great  I Am . The Greek for the 'I AM' in John is 'Ego Emni' , while if he wanted to say he was god, it would be 'ego emi ho on' . Do try to understand that you are reading a translation of a translation.  If you bothered to read what the storyline in is about, you know, context, you would see that the writer of the Gospel of John was saying on The father was greater than Jesus. In context, this is saying that Jesus is claiming to be greater than Abraham,  Before  Abraham in priority, not before Abraham in time.  So, your example is null and void. I suspect that due to your ignorance and hate, I will get a flip off answer rather than respond to this point.
1	I'd say no to the first part, and yes to the second. The "information theory" argument is something that gets brought up on forums alot, generally by people who don't know what information theory is, but I've never seen an "official" ID person claim it as a central argument.The basic argument is that stuff, from the universe, to people, to eyeballs, to DNA, is too complex to have "just happened". Someone, (and they won't say God, cause their not trying to be religious here, oh no...) must have designed them.
0	One reason for conversion is that they do practice many religions. Jesus said He is the only way to God. I believe that, so how can I just turn a blind eye when people follow so many different religions? I would not be following the commands of my Lord.
0	YES!! Go South Dakota!! emoticon_xbouncer
1	#1 - Evolution continues today. Some organisms evolve relatively quickly. It has and is being observed. Do some research.  #2 - Science uses hypothesis to explain observed phenomena. It must have happened by itself if there is no Creator. There are several theories about the specifics. I happen to think lightning was involved.  #3 - It is thought humans evolved  away  from the other apes due to environmental pressures. When the isthmus of Panama was formed it disrupted ocean currents causing a drying of the region in Africa where we are thought to originate. That change in climate forced our ancestors from the trees which somehow contributed to our  rapid  and unprecedented brain development.  #4 - Geology and radioactive isotopes.
1	The fact you always ignore is your not just doing it to your body.....
1	The gene and therefore the enzyme it produces. LPL is the designation for a gene that encodes Lipoprotein Lipase, an enzyme that hydrolyzes lipids in lipoproteins. The actual gene encodes a protein of 475 amino acids that becomes a mature protein of 448 amino acids after cleavage of a signal peptide. One study was able to identify 3 common SNPs (Single Nucleotide Polymorphism) in the coding region of the gene, 2 of which result in small changes in enzyme function in European populations. The third SNP converts that locus to a stop codon and results in an enzyme that is 447 amino acids long. Thus, the enzyme has been truncated. The resulting enzyme, LPL S447X, is functional. In fact, it results in lower incidence of vascular disease and lower blood pressure. Other truncations result in non-functional enzymes.
0	It's kind of funny that they claim this happened, but can't get the woman to come out and say it?
1	Again, they must be alive. Previously, you submitted that there are many problems with society and life or whatever. Could it be that some people might be able to survive those problems? Could it be that those survivors would be the ones to reproduce?
1	Actually, I have fired an NFA gun before.
1	Well Ladywolf, that is really more of an argument than it is an honest question. If marriage was truly a private affair that impacted nobody outside the couple themselves, then, yes, that question would be valid. But that is a very shallow understanding and a very uninformed understanding of the nature of marriage, because marriage is just as much — if not more so — about the community as it is about the couple themselves. But it's not the community that gets married.No, it's not the community that gets married, but it's the community that enforces marriage and develops marriage. We need to understand that marriage is just as much a social norm — a social ideal — of the kind of behavior that we expect and need for a healthy vibrant society; as much as it is about the emotional commitment of two people.One of the biggest issues is the social role of marriage. Marriage domesticates men. Men who are not attached permanently to a woman are men that will practice and engage in socially unhealthy behaviors at a much higher level. How will same-sex marriage effect the concept of "marriage"? Marriage becomes reduced down to nothing, because the moral argument for same-sex marriage is the same moral argument for group marriage, for polygamy, and it is going to be impossible to deny polygamous groups — and group marriage people — who come forth in all sincerity and say, "If you can't restrict marriage to only couples of opposite sex, then you can't restrict marriage to only two people." They are all very much interwoven.The three things that you lose are: 1) the domesticating influence of marriage on men; 2) the protective influence of marriage upon women from being victimized and objectified by men; and 3) it provides mothers and fathers for children. When monogamy is lost as an ideal, the idea that a man should commit himself and forego all other sexual relationships but (the one with) his wife, then women become commodities to be used and collected by men. When committing yourself to a woman and subjugating your sexual desires for the sake of that woman — when that becomes just one lifestyle choice among many, it is devastating to a culture.Same-sex "marriage" also denies every child it touches access to either a mother or father. It is never compassionate to intentionally deny a child either a mother or father.
0	Ah, you've engaged in the grammarian nitpick function of debate. Sad, but predictable.   Obviously, I was discussing the entire article, which is making that argument. It is generally bad form to quote an entire post when it reaches such length.
0	I don't think you could say that it would destroy society. That's a different issue, however.  There's that slippery slope fallacy being used countless times, when no one has a logical argument. Have you ever considered that it may be moral to treat gay and lesbian people with equality?
0	If gay marriage were as spelled out in the constitution the way voting is, I might agree with you. But it's not. The best you can do with gay marriage is to make it fit into an amendment that doesn't specifically mention it, that was written about an unrelated issue. With the legality of the issue so vague, what do you expect? If you want to avoid people voting on issues like this, perhaps you should follow historical precedent in dealing with civil rights issues and get an amendment passed that spells it out.
0	But, Michele, it wasn't any where near to killing her. The stipulation of the law, TO SAVE THE LIFE OF THE MOTHER ONLY!!! Otherwise, the pweshious widdo fetus has all priority.
1	Not sure who this was aimed at or even what it's based on, but like Duo Maxwell, I don't have a problem with those that are pro-environment, I consider myself pro-environment.  What I do have a problem with is misinformation and extremism. There's too much of both coming out of the  pro-environment  camp these days IMHO.  Waxy
0	So will they be in front of or behind a leaf?
0	He only understands natural selection when he belives that it goes against what is accepted by scientists.
1	Actually, if you had paid attention, you would know that every example of IR given by Behe has been debunked. Immune system? Sorry. Debunked. There are examples of organisms with intermediate steps. Blood cloting cascade? Sorry. There are example of animals that accomplish clotting without all of the "necessary" factors. Bacerial flagellum? Sorry. Type III secretion systems appears to be a simplified sub-set of the bacterial flagellum's components.If only you took the time to actually educate yourself rather than trying to pass off mythology as reality.
0	Actually, he said he didn't believe you. Come to think of it, I don't believe he has 32 guns either.
0	With all the debt Obama has generated for our nation, he deserves to be filibustered into the ground. For too long the democrats had absolute power and ran amok and unchecked, answering to absolutely nobody and ignoring the will and the voice of the people.
1	And the state... States can have armies... The people are the Militia.
1	Almost all did. In fact, probably all that you are aware of did. Even the energy in the steak that you eat came from the sun ultimately. The thing is that evolution seems to have resulted in an organism to take advantage of almost every form of available energy. And what energy is left by "higher" animals is used by others - insects, microbes - until there is little usable energy left. That even goes so far that there are some organisms that get their energy from geothermal sources - no light involved.
0	By which divine entity?
1	If logic was invented by man that would mean that when people did not exist neither did logic. That does not sound logical to me. Most people believe there is life eleswhere in the universe (I'm not saying I do but I just want to illustrate a point). If logic was invented by man does that mean aliens elsewhere in the universe do not have logic to guide them?Just a question. "In Christ are hidden all the treasures of wisdom and knowledge." (Colossians 2:3)
0	Hmmm... so, barren women can not have a valid point of view nor women in the stage of menopause because it does not affect them personally. Perhaps you should tell the moderator to institute women only Forums, men only Forums, gays only Forums.... etc
1	Really? Then give me the definition of evolution. I'm not asking for a statement of theory, or an example of evolution. What is the definition used by evolutionary biologists of evolution? I suspect that you haven't studied evolution.
0	its complex, therefore goddidit
1	actually, human skin is sensitive to light, not to mention nearly all plants are sensitive to light. light sensitive cells are abundant even where there are no eyes. just a tiny bit of reading and youll realise that they didnt "magically" appear.
1	Actually polygamy is about one man marrying more than one woman. It is a heterosexual insitution. By your argument, it is traditional man/woman marriage that is the slippery slope to this "broadening" of marriage. You do not see any same-sex couples asking for a legal marriage for multiple partners. That is the realm of the straights, and all of them is mighty religious, as well.
1	But if the Bible is the Word of God, then it is the truth, is it not? Hence, this would be far more reliable than man-made methods. You interestingly enough bring up the so-called "scientific dating methods". Well, did you know that out of the 200 possible dating methods that we can apply, only 20 of those methods bring an age for things that fits with the evolutionary theory. Since you have some education in paleontology I trust that you know that most fossils do not usually contain radioactive minerals, so they cannot usually be dated by radiometric means. What is usually done is to find a volcanic flow in association with the fossil layer, and try to date that using methods such as the potassium-argon dating. Now, there have been several examples where radio-dating methods have failed.In the "Creation Magazine" there have been detailed reprots in which wood found in "250-million-year-old" sandstone, or in volcanic rock "tens of millions of years old" has given carbon-dating results of only thousands of years. Now you should know that if the wood was really 250 million years old there would be no radio-carbon isotopes in the wood. Radio-carbon dating only gives dates limited to a few thousand years according to evolutionary theory. So now comes the question, which one are you going to trust? This example came from: Snelling, A., "Radioactive dating in conflict!", Creation 20(1):24-27, 1998. Also when creation geologists sample volcanic rock known to have flowed in historic times, sending it to reputable radiometric dating labs, such as Oxford, the "dating" almost invariably gives results in the millions of years! This came from: Snelling, A., "Radioactive Dating Failure", Creation 22(1):18-21, 2000. This strongly suggests that the assumptions behind the dating methods are flawed. Now creationists don't have all the answers when it comes to radio-active dating, but they know that there is something wrong with it, examplified by the examples above.
1	Of course it is based on the evidence, as is creation. They are both different interpretations about the same evidence that are ultimately determined by a person's underlying assumptions or belief systems. But we can reason that there must be God by way of observing the beauty and design all around us, the truth of the Bible, etc. All of these things only imply that a creator exists. We see a computer program, we know it needs a programmer. In a similar way, we see the highly complex DNA system, we must reason, coming to a similar conclusion that it needs a Designer.
1	And that remark is relevant because? Just to inform you once again, the word is  stasis.  You make yourself look ignorant and foolish when you can't even spell correctly. However, stasis is the norm in a stable environment. The reasons are simple. Organisms tend to become well adapted to a stable environment. As Richard Dawkins would explain, they tend to become adapted to a particular nich in a particular environment, and when that environment undergoes rapid change, they go extinct. The fossil record is full of such examples. Dawkins used the analogy of climbing a mountain of adaptation that made it impossible for the organism to cross to the peak of the new environment. Try reading  Climbing Mount Improbable  for an understanding.
1	marc says some pretty ridiculous things on a regular basis here, but this one's gotta be in the top ten. To think that there were no arguments for atheism or against theism before Darwin is the height if philosophical ignorance. After all, when I tried to engage marc in a discussion totally independent of evolution -- morality -- he ran.
1	You question whether intellectual property exists? It is really property. It is a field of law. Studied at Berkley http://www.law.berkeley.edu/institutes/bclt/courses/fall02/ipintro.html and at Columbus http://faculty.cua.edu/fischer/Intro%20To%20IP%2
0	And I would appreciate your refraining from calling your mythology a theory.
1	Again, so does the  theory  of the flying spaghetti monster. Please explain how ID should be taught as a valid alternative to evolution but not the flyinig spaghetti monster  theory .
1	Yeah, it was 9-zip on the individual right to kba in Heller.  Over 35,000 watchers ... no one thought it would not be incorporated.  Part of the transcript with Tom and Erin:
1	I think it's pretty clear that this is in violation of the Supreme Court's current abortion jurisprudence, at least to the extent that one could actually figure that out. The question is, are there enough justices on the Supreme Court who would reverse the judge-made Constitutional Amendment which granted an absolute right to abortion.  This would not solve the problem as there would be many out there who would claim that they cannot be told what to do with their own property when artificial wombs are available just like they can't be told what to do with their own property when artificial wombs aren't available.  There really is nothing wrong with the States posessing power. In fact, it is quite in line with the Constitution if the States really did have more power than the Federal Government, which by the way, I do not believe is the case today.
1	Well then there's grounds for a lawsuit. Find a group of veterans and get them to sue the VA, funded by the NRA, and take the whole organization to court on charges of violating federal standards.
1	The press shys for lots of reasons :-\ There has been no effort to either confirm or deny this story, probably because she won't come forward one way or the other. Without anything new to say or juicy video to show, the mainstream media won't bother.
